FID,profile_id,file_id,sattag_program,device_id,device_wmo_ref,tag_type,common_name,release_site,state_country,age_class,sex,timestamp,min_pressure,max_pressure,nb_measurements,geom,colour,size
aatams_sattag_dm_profile_map.5679637,5679637,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-02T17:54:00,4,12,9,"LINESTRING (124.201276935587 -33.0892000348493, 124.17226597938 -33.1457175257783)",#53902C,39833600
aatams_sattag_dm_profile_map.5679831,5679831,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-05T12:00:00,4,8,5,"LINESTRING (124.105346427362 -33.4139773112089, 124.103619370131 -33.4143836776161)",#53902C,39833600
aatams_sattag_dm_profile_map.5679832,5679832,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-05T12:10:00,4,13,10,"LINESTRING (124.103619370131 -33.4143836776161, 124.102583135794 -33.4146274974602)",#53902C,39833600
aatams_sattag_dm_profile_map.5679985,5679985,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-29T18:20:00,4,13,10,"LINESTRING (124.080256133471 -33.4562936702599, 123.997763649361 -33.605308283442)",#53902C,39833600
aatams_sattag_dm_profile_map.5679628,5679628,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-01T18:12:00,4,20,17,"LINESTRING (124.194206384392 -33.1789046774589, 124.193527173913 -33.1718315217391)",#53902C,39833600
aatams_sattag_dm_profile_map.5679644,5679644,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-03T06:02:00,4,10,7,"LINESTRING (124.175529299362 -33.2160350318496, 124.174554777069 -33.2197611464993)",#53902C,39833600
aatams_sattag_dm_profile_map.5679662,5679662,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-07T00:12:00,4,16,13,"LINESTRING (124.185781648411 -33.2575458789729, 124.196552499787 -33.2307831253725)",#53902C,39833600
aatams_sattag_dm_profile_map.5679707,5679707,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-16T05:44:00,4,7,5,"LINESTRING (123.983635891248 -33.6781017908535, 123.98443759859 -33.6767767467755)",#53902C,39833600
aatams_sattag_dm_profile_map.5679786,5679786,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-28T00:08:00,4,10,7,"LINESTRING (124.225638822113 -33.072633413465, 124.135292011548 -33.2727746405919)",#53902C,39833600
aatams_sattag_dm_profile_map.5679829,5679829,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-05T06:52:00,4,11,8,"LINESTRING (124.035232819078 -33.5548387096733, 124.056607293124 -33.527741935488)",#53902C,39833600
aatams_sattag_dm_profile_map.5679742,5679742,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-21T01:10:00,4,12,9,"LINESTRING (124.16362814715 -33.2526743165657, 124.165385825179 -33.2464373945273)",#53902C,39833600
aatams_sattag_dm_profile_map.5679723,5679723,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-17T12:06:00,,,5,"LINESTRING (124.217006866499 -33.0719931335015, 124.129416514432 -33.2464033613445)",#53902C,39833600
aatams_sattag_dm_profile_map.5679737,5679737,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-20T15:56:00,4,15,13,"LINESTRING (123.996853262726 -33.5731868807653, 124.001731978142 -33.5661352920974)",#53902C,39833600
aatams_sattag_dm_profile_map.5679604,5679604,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-11-27T12:14:00,4,20,17,"LINESTRING (124.084076125383 -33.4332172990805, 124.175908533284 -33.3306067111687)",#53902C,39833600
aatams_sattag_dm_profile_map.5679797,5679797,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-31T14:00:00,4,13,10,"LINESTRING (124.088430222959 -33.4090536746471, 124.097465949821 -33.3941362007169)",#53902C,39833600
aatams_sattag_dm_profile_map.5679820,5679820,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-02T12:10:00,4,12,9,"LINESTRING (124.145137651123 -33.2399443868739, 124.136080656305 -33.2609184801364)",#53902C,39833600
aatams_sattag_dm_profile_map.5679767,5679767,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-26T15:08:00,4,12,9,"LINESTRING (124.00010667996 -33.4104431704885, 124.000250249252 -33.40868444666)",#53902C,39833600
aatams_sattag_dm_profile_map.5679911,5679911,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-18T06:04:00,4,15,13,"LINESTRING (124.165016891343 -33.3921146662336, 124.164022900763 -33.3922900763359)",#53902C,39833600
aatams_sattag_dm_profile_map.5679724,5679724,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-18T06:02:00,4,8,5,"LINESTRING (124.129416514432 -33.2464033613445, 124.129679576178 -33.2453949579859)",#53902C,39833600
aatams_sattag_dm_profile_map.5679630,5679630,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-02T00:04:00,4,15,13,"LINESTRING (124.243102990031 -33.1404019933539, 124.247025081727 -33.1428545259847)",#53902C,39833600
aatams_sattag_dm_profile_map.5679694,5679694,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-12T19:50:00,4,14,11,"LINESTRING (124.284499332189 -33.0179986643785, 124.284774088914 -33.018548177829)",#53902C,39833600
aatams_sattag_dm_profile_map.5679698,5679698,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-13T00:20:00,,,10,"LINESTRING (124.318695035461 -33.0060357055515, 124.221680361545 -33.033045056149)",#53902C,39833600
aatams_sattag_dm_profile_map.5679945,5679945,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-23T18:18:00,4,14,11,"LINESTRING (124.117409985122 -33.3418856009258, 124.175029288703 -33.2410334728033)",#53902C,39833600
aatams_sattag_dm_profile_map.5679646,5679646,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-03T06:14:00,4,12,9,"LINESTRING (124.173580254777 -33.2234872611465, 124.136350194553 -33.3252490272374)",#53902C,39833600
aatams_sattag_dm_profile_map.5679817,5679817,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-02T06:00:00,4,20,17,"LINESTRING (124.242040271967 -33.1427440725244, 124.242981694563 -33.14299511855)",#53902C,39833600
aatams_sattag_dm_profile_map.5679690,5679690,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-12T12:12:00,4,13,10,"LINESTRING (124.232141541445 -33.0830578445629, 124.287505617977 -33.0286685393226)",#53902C,39833600
aatams_sattag_dm_profile_map.5679900,5679900,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-15T15:22:00,4,11,8,"LINESTRING (124.040690170515 -33.4934089267732, 124.038776429287 -33.4969836509552)",#53902C,39833600
aatams_sattag_dm_profile_map.5679660,5679660,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-06T22:52:00,4,19,19,"LINESTRING (124.184057820075 -33.2618554498123, 124.185609265577 -33.2579768360567)",#53902C,39833600
aatams_sattag_dm_profile_map.5679623,5679623,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-01T06:14:00,4,13,10,"LINESTRING (124.083124156401 -33.4302010712373, 124.170389261745 -33.215389261745)",#53902C,39833600
aatams_sattag_dm_profile_map.5679608,5679608,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-11-27T21:12:00,4,19,17,"LINESTRING (124.221426132636 -33.180499343402, 124.144832923833 -33.1529947349947)",#53902C,39833600
aatams_sattag_dm_profile_map.5679934,5679934,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-20T12:08:00,4,14,11,"LINESTRING (124.124636692684 -33.4364220110876, 123.993500312171 -33.6007055150924)",#53902C,39833600
aatams_sattag_dm_profile_map.5679965,5679965,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-28T09:24:00,4,10,7,"LINESTRING (124.07242760027 -33.4305683208699, 124.075364377974 -33.4309660095173)",#53902C,39833600
aatams_sattag_dm_profile_map.5679910,5679910,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-18T00:22:00,4,14,11,"LINESTRING (124.093743494422 -33.4282565055775, 124.165016891343 -33.3921146662336)",#53902C,39833600
aatams_sattag_dm_profile_map.5679899,5679899,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-15T12:48:00,,,9,"LINESTRING (124.070884587813 -33.3997892473167, 124.040690170515 -33.4934089267732)",#53902C,39833600
aatams_sattag_dm_profile_map.5679647,5679647,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-03T12:02:00,4,15,13,"LINESTRING (124.136350194553 -33.3252490272374, 124.133548638132 -33.3392568093385)",#53902C,39833600
aatams_sattag_dm_profile_map.5679861,5679861,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-10T17:28:00,,,2,"LINESTRING (124.054711751655 -33.3951751662988, 124.06045898005 -33.3938980044333)",#53902C,39833600
aatams_sattag_dm_profile_map.5679759,5679759,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-22T18:10:00,4,13,10,"LINESTRING (124.08957165479 -33.4304671417261, 123.989653884965 -33.6283895055499)",#53902C,39833600
aatams_sattag_dm_profile_map.5679716,5679716,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-16T19:12:00,4,10,8,"LINESTRING (124.152803245436 -33.275, 124.186988659794 -33.1615324742268)",#53902C,39833600
aatams_sattag_dm_profile_map.5679756,5679756,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-22T12:12:00,,,5,"LINESTRING (124.136192526491 -33.2854258784168, 124.131450643777 -33.2954978540772)",#53902C,39833600
aatams_sattag_dm_profile_map.5679635,5679635,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-02T06:20:00,4,17,15,"LINESTRING (124.246604979109 -33.1193950208914, 124.200008421908 -33.0856663181734)",#53902C,39833600
aatams_sattag_dm_profile_map.5679621,5679621,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-01T06:02:00,,,9,"LINESTRING (124.080116122121 -33.4357350830209, 124.081620139262 -33.4329680771272)",#53902C,39833600
aatams_sattag_dm_profile_map.5679645,5679645,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-03T06:08:00,4,13,10,"LINESTRING (124.174554777069 -33.2197611464993, 124.173580254777 -33.2234872611465)",#53902C,39833600
aatams_sattag_dm_profile_map.5679765,5679765,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-25T18:16:00,4,10,8,"LINESTRING (124.018170000004 -33.6025924999956, 124.100348721023 -33.5027210231815)",#53902C,39833600
aatams_sattag_dm_profile_map.5679862,5679862,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-10T17:40:00,4,6,3,"LINESTRING (124.06045898005 -33.3938980044333, 124.08368551355 -33.3783897624624)",#53902C,39833600
aatams_sattag_dm_profile_map.5679838,5679838,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-06T00:08:00,4,10,7,"LINESTRING (124.1472281443 -33.1687533311688, 124.145356191096 -33.1677003574918)",#53902C,39833600
aatams_sattag_dm_profile_map.5679773,5679773,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-27T00:04:00,,,15,"LINESTRING (124.272558261517 -33.2253289621656, 124.270220307231 -33.2291056575496)",#53902C,39833600
aatams_sattag_dm_profile_map.5679902,5679902,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-15T18:00:00,4,8,6,"LINESTRING (123.990828427635 -33.5856069849016, 123.975131605102 -33.6391268013914)",#53902C,39833600
aatams_sattag_dm_profile_map.5679803,5679803,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-01T00:08:00,,,6,"LINESTRING (124.148069215558 -33.1772333553045, 124.149526328987 -33.1645673269825)",#53902C,39833600
aatams_sattag_dm_profile_map.5679987,5679987,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-30T00:06:00,4,8,6,"LINESTRING (123.997393709231 -33.6057908140467, 123.9970237691 -33.6062733446523)",#53902C,39833600
aatams_sattag_dm_profile_map.5679712,5679712,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-16T12:02:00,4,12,9,"LINESTRING (124.073451886582 -33.4582573119, 124.075702388927 -33.4520684304512)",#53902C,39833600
aatams_sattag_dm_profile_map.5679794,5679794,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-31T07:06:00,4,8,5,"LINESTRING (123.951218461537 -33.627, 123.973824745676 -33.5537999338383)",#53902C,39833600
aatams_sattag_dm_profile_map.5679713,5679713,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-16T12:14:00,,,11,"LINESTRING (124.075702388927 -33.4520684304512, 124.144349970979 -33.3039251305937)",#53902C,39833600
aatams_sattag_dm_profile_map.5679682,5679682,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-11T18:10:00,4,19,18,"LINESTRING (124.105608953537 -33.4880713176132, 124.106524078521 -33.4840040954641)",#53902C,39833600
aatams_sattag_dm_profile_map.5679639,5679639,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-02T22:52:00,4,12,9,"LINESTRING (124.17152371134 -33.1482817244611, 124.170039175257 -33.1534101218386)",#53902C,39833600
aatams_sattag_dm_profile_map.5679622,5679622,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-01T06:08:00,,,11,"LINESTRING (124.081620139262 -33.4329680771272, 124.083124156401 -33.4302010712373)",#53902C,39833600
aatams_sattag_dm_profile_map.5679898,5679898,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-15T06:08:00,4,16,13,"LINESTRING (124.18389842544 -33.2892774004305, 124.070884587813 -33.3997892473167)",#53902C,39833600
aatams_sattag_dm_profile_map.5679950,5679950,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-24T06:20:00,4,16,13,"LINESTRING (124.189763274334 -33.1711858407065, 124.185407049283 -33.2112916406776)",#53902C,39833600
aatams_sattag_dm_profile_map.5679798,5679798,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-31T14:36:00,4,12,9,"LINESTRING (124.097465949821 -33.3941362007169, 124.131978142073 -33.3210218579274)",#53902C,39833600
aatams_sattag_dm_profile_map.5679908,5679908,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-18T00:06:00,4,10,7,"LINESTRING (124.098127191011 -33.4303186516854, 124.094635687733 -33.4273643122672)",#53902C,39833600
aatams_sattag_dm_profile_map.5679732,5679732,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-18T18:12:00,4,12,9,"LINESTRING (124.166366173862 -33.1050909520994, 123.989965793589 -33.5351026192338)",#53902C,39833600
aatams_sattag_dm_profile_map.5679917,5679917,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-19T04:04:00,,,6,"LINESTRING (124.096284460574 -33.3660689541405, 124.099990168259 -33.3679693170561)",#53902C,39833600
aatams_sattag_dm_profile_map.5679709,5679709,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-16T09:36:00,,,6,"LINESTRING (124.046070774727 -33.5335553695021, 124.047196025899 -33.5304609287788)",#53902C,39833600
aatams_sattag_dm_profile_map.5679648,5679648,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-03T12:14:00,4,10,7,"LINESTRING (124.133548638132 -33.3392568093385, 124.111368721805 -33.3767187969914)",#53902C,39833600
aatams_sattag_dm_profile_map.5679865,5679865,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-10T22:58:00,4,12,9,"LINESTRING (124.142299717249 -33.3337002827512, 124.128644109254 -33.320711781492)",#53902C,39833600
aatams_sattag_dm_profile_map.5679673,5679673,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-08T08:42:00,4,13,10,"LINESTRING (124.073447830981 -33.4747680318642, 124.072730885791 -33.4778540133324)",#53902C,39833600
aatams_sattag_dm_profile_map.5679802,5679802,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-01T00:04:00,4,6,3,"LINESTRING (124.146645352675 -33.1792900461355, 124.148069215558 -33.1772333553045)",#53902C,39833600
aatams_sattag_dm_profile_map.5679725,5679725,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-18T06:08:00,4,11,8,"LINESTRING (124.129679576178 -33.2453949579859, 124.129854950676 -33.2447226890756)",#53902C,39833600
aatams_sattag_dm_profile_map.5679729,5679729,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-18T14:50:00,4,16,13,"LINESTRING (124.208653577765 -33.1058076877587, 124.168459609698 -33.1051264340627)",#53902C,39833600
aatams_sattag_dm_profile_map.5679855,5679855,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-09T21:46:00,4,7,4,"LINESTRING (123.973095325171 -33.6356654476113, 123.973567578312 -33.6290539036354)",#53902C,39833600
aatams_sattag_dm_profile_map.5679821,5679821,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-02T12:56:00,4,13,11,"LINESTRING (124.136080656305 -33.2609184801364, 124.137600227144 -33.2957995457127)",#53902C,39833600
aatams_sattag_dm_profile_map.5679815,5679815,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2014-01-02T00:06:00,4,12,9,"LINESTRING (124.244 -33.1234424242424, 124.247323157884 -33.1202810526406)",#53902C,39833600
aatams_sattag_dm_profile_map.5679722,5679722,23,ct106,ct106-705-13,Q9900637,SMRU CTD tag,Australian Sea Lion,Six Mile Island,Western Australia,adult,male,2013-12-17T12:00:00,,,7,"LINESTRING (124.215675821999 -33.0733241780008, 124.217006866499 -33.0719931335015)",#53902C,39833600
